item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",373,1,-25440
19748,"Silk Scrap",315,,
84731,"Piece of Unidentified Gear",-875,,
19722,"Elder Wood Log",288,,
19729,"Thick Leather Section",243,,
19725,"Ancient Wood Log",34,,
19701,"Orichalcum Ore",20,,
89140,"Lucent Mote",823,,
19745,"Gossamer Scrap",20,,
19732,"Hardened Leather Section",15,,
602,"Shaman's Marauder Mask of Hoelbrak",1,,
84766,"Elonian Recurve",1,,
45122,"Dire Rogue Coat of the Lich",1,,
26121,"Cleric's Iron Mace of Ice",1,,
45175,"Fine Essence of Luck",976,,
45176,"Masterwork Essence of Luck",259,,
45177,"Rare Essence of Luck",20,,
89182,"Symbol of Pain",1,,
89103,"Charm of Brilliance",7,,
89216,"Charm of Skill",2,,
28249,"Cleric's Iron Rifle of Perception",1,,
23257,"Rampager's Ring",1,,
1297,"Rampager's Banded Coat of Dwayna",1,,
45178,"Exotic Essence of Luck",7,,
89141,"Symbol of Enhancement",5,,
591,"Rampager's Marauder Mask of Rata Sum",1,,
82103,"Elonian Rod",1,,
26998,"Cleric's Iron Pistol of Energy",1,,
27460,"Cleric's Soft Wood Torch of the Hydromancer",1,,
45101,"Dire Conjurer Shoes of the Lich",1,,
26375,"Cleric's Iron Dagger of Battle",1,,
89258,"Charm of Potence",2,,
2379,"Cleric's Conjurer Gloves of Rage",1,,
26677,"Rampager's Soft Wood Scepter of Energy",1,,
28412,"Rampager's Steam Speargun of Fire",1,,
2833,"Shaman's Conjurer Mantle of Balthazar",1,,
28530,"Berserker's Soft Wood Longbow of Perception",1,,
1826,"Berserker's Banded Helm of Infiltration",1,,
745,"Shaman's Banded Greaves of the Eagle",1,,
26130,"Cleric's Iron Mace of Venom",1,,
2685,"Cleric's Conjurer Pants of the Traveler",1,,
2088,"Berserker's Banded Legs of Lyssa",1,,
2530,"Cleric's Conjurer Mask of Divinity",1,,
25949,"Cleric's Iron Axe of Perception",1,,
45119,"Dire Privateer Boots of the Centaur",1,,
26681,"Cleric's Soft Wood Scepter of Agony",1,,
