item_id,item_name,item_amount,currency_id,currency_amount
84731,"Piece of Unidentified Gear",-250,1,-7170
19748,"Silk Scrap",84,,
19701,"Orichalcum Ore",11,,
19729,"Thick Leather Section",57,,
19700,"Mithril Ore",95,,
19745,"Gossamer Scrap",1,,
19732,"Hardened Leather Section",3,,
19722,"Elder Wood Log",99,,
19725,"Ancient Wood Log",13,,
45177,"Rare Essence of Luck",8,,
45176,"Masterwork Essence of Luck",62,,
89140,"Lucent Mote",232,,
45175,"Fine Essence of Luck",283,,
89182,"Symbol of Pain",2,,
45178,"Exotic Essence of Luck",1,,
89141,"Symbol of Enhancement",1,,
89258,"Charm of Potence",1,,
27903,"Berserker's Iron Hammer of Serpent Slaying",1,,
28716,"Cleric's Black Earth Trident of Bloodlust",1,,
26114,"Berserker's Iron Mace of Battle",1,,
25941,"Cleric's Iron Axe of Life",1,,
2527,"Shaman's Conjurer Mask of the Lich",1,,
698,"Carrion Banded Greaves of the Flame Legion",1,,
1849,"Cleric's Banded Helm of Rage",1,,
2514,"Berserker's Conjurer Mask of Strength",1,,
26504,"Cleric's Iron Sword of Leeching",1,,
27297,"Berserker's Soft Wood Focus of Life",1,,
28408,"Berserker's Steam Speargun of Water",1,,
89098,"Symbol of Control",1,,
