item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",183,1,-14370
19748,"Silk Scrap",152,,
84731,"Piece of Unidentified Gear",-500,,
19722,"Elder Wood Log",217,,
45175,"Fine Essence of Luck",567,,
45176,"Masterwork Essence of Luck",129,,
19729,"Thick Leather Section",135,,
19701,"Orichalcum Ore",19,,
19732,"Hardened Leather Section",12,,
19745,"Gossamer Scrap",11,,
89140,"Lucent Mote",470,,
45177,"Rare Essence of Luck",6,,
26984,"Berserker's Iron Pistol of Fire",1,,
2523,"Rampager's Conjurer Mask of Dwayna",1,,
28545,"Cleric's Soft Wood Longbow of Debility",1,,
26664,"Cleric's Soft Wood Scepter of Force",1,,
19725,"Ancient Wood Log",15,,
45178,"Exotic Essence of Luck",3,,
28797,"Cleric's Iron Spear of Peril",1,,
28098,"Rampager's Soft Wood Short Bow of Earth",1,,
1297,"Rampager's Banded Coat of Dwayna",1,,
28233,"Cleric's Iron Rifle of the Geomancer",1,,
1307,"Cleric's Banded Coat of Strength",1,,
89103,"Charm of Brilliance",1,,
89216,"Charm of Skill",2,,
89098,"Symbol of Control",1,,
28403,"Cleric's Steam Speargun of Battle",1,,
82103,"Elonian Rod",1,,
84101,"Elonian Wallshield",1,,
1829,"Shaman's Rogue Coat of the Grove",1,,
28729,"Cleric's Black Earth Trident of Hobbling",1,,
28728,"Cleric's Black Earth Trident of the Geomancer",1,,
27597,"Rampager's Iron Greatsword of Grawl Slaying",1,,
26124,"Berserker's Iron Mace of Ogre Slaying",1,,
2374,"Rampager's Conjurer Gloves of the Pack",1,,
761,"Cleric's Banded Greaves of the Pack",1,,
28408,"Berserker's Steam Speargun of Water",1,,
45111,"Dire Conjurer Mask of Rata Sum",1,,
