item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",4,1,-720
19721,"Glob of Ectoplasm",10,,
19748,"Silk Scrap",5,,
19722,"Elder Wood Log",7,,
89140,"Lucent Mote",21,,
26676,"Rampager's Soft Wood Scepter of Life",-1,,
45102,"Dire Conjurer Shoes of the Grove",-1,,
998,"Cleric's Conjurer Shoes of the Pack",-1,,
84101,"Elonian Wallshield",-1,,
27300,"Berserker's Soft Wood Focus of Accuracy",-1,,
28797,"Cleric's Iron Spear of Peril",-1,,
28089,"Cleric's Soft Wood Short Bow of Chilling",-1,,
25946,"Rampager's Iron Axe of Chilling",-1,,
26522,"Cleric's Iron Sword of Peril",-1,,
2363,"Cleric's Banded Pauldrons of the Traveler",-1,,
28565,"Cleric's Soft Wood Longbow of Smoldering",-1,,
26521,"Cleric's Iron Sword of Accuracy",-1,,
