item_id,item_name,item_amount,currency_id,currency_amount
84731,"Piece of Unidentified Gear",-250,1,-7350
19748,"Silk Scrap",88,,
19701,"Orichalcum Ore",10,,
19729,"Thick Leather Section",75,,
19700,"Mithril Ore",115,,
19745,"Gossamer Scrap",7,,
19732,"Hardened Leather Section",5,,
19722,"Elder Wood Log",85,,
19725,"Ancient Wood Log",3,,
45177,"Rare Essence of Luck",7,,
45176,"Masterwork Essence of Luck",63,,
89140,"Lucent Mote",240,,
45175,"Fine Essence of Luck",289,,
45178,"Exotic Essence of Luck",1,,
89103,"Charm of Brilliance",1,,
74356,"Reclaimed Metal Plate",1,,
89216,"Charm of Skill",1,,
45096,"Dire Banded Legs of Grenth",1,,
26516,"Rampager's Iron Sword of Battle",1,,
571,"Berserker's Seer Boots of the Dolyak",1,,
45105,"Dire Conjurer Chest of Rata Sum",1,,
1834,"Carrion Banded Helm of the Traveler",1,,
