item_id,item_name,item_amount,currency_id,currency_amount
84731,"Piece of Unidentified Gear",-85,1,-2460
19748,"Silk Scrap",20,,
19745,"Gossamer Scrap",2,,
19700,"Mithril Ore",36,,
19722,"Elder Wood Log",42,,
89140,"Lucent Mote",81,,
19729,"Thick Leather Section",29,,
19732,"Hardened Leather Section",1,,
19725,"Ancient Wood Log",1,,
45175,"Fine Essence of Luck",106,,
45176,"Masterwork Essence of Luck",25,,
1619,"Shaman's Banded Gauntlets of the Eagle",1,,
998,"Cleric's Conjurer Shoes of the Pack",1,,
26657,"Rampager's Soft Wood Scepter of Fire",1,,
45178,"Exotic Essence of Luck",1,,
