item_id,item_name,item_amount,currency_id,currency_amount
19700,"Mithril Ore",346,1,-25380
19748,"Silk Scrap",339,,
84731,"Piece of Unidentified Gear",-875,,
19722,"Elder Wood Log",325,,
19729,"Thick Leather Section",248,,
19725,"Ancient Wood Log",8,,
19701,"Orichalcum Ore",36,,
89140,"Lucent Mote",826,,
19745,"Gossamer Scrap",22,,
19732,"Hardened Leather Section",17,,
26121,"Cleric's Iron Mace of Ice",1,,
45175,"Fine Essence of Luck",981,,
45176,"Masterwork Essence of Luck",231,,
45177,"Rare Essence of Luck",21,,
89182,"Symbol of Pain",4,,
89103,"Charm of Brilliance",2,,
89216,"Charm of Skill",2,,
45178,"Exotic Essence of Luck",10,,
89141,"Symbol of Enhancement",3,,
89258,"Charm of Potence",2,,
2835,"Cleric's Conjurer Mantle of the Lich",1,,
25941,"Cleric's Iron Axe of Life",1,,
28728,"Cleric's Black Earth Trident of the Geomancer",1,,
26989,"Rampager's Iron Pistol of Peril",1,,
28224,"Rampager's Iron Rifle of Corruption",1,,
610,"Cleric's Marauder Mask of Vampirism",1,,
89098,"Symbol of Control",2,,
2038,"Ogden's Gloves",1,,
698,"Carrion Banded Greaves of the Flame Legion",1,,
45089,"Dire Banded Gauntlets of the Grove",1,,
26657,"Rampager's Soft Wood Scepter of Fire",1,,
2830,"Rampager's Conjurer Mantle of Lyssa",1,,
1999,"Rampager's Rogue Gloves of the Afflicted",1,,
155,"Shiro's Coat",1,,
27603,"Cleric's Iron Greatsword of Perception",1,,
45120,"Dire Privateer Boots of Dwayna",1,,
27160,"Cleric's Soft Wood Warhorn of Life",1,,
28565,"Cleric's Soft Wood Longbow of Smoldering",1,,
26131,"Cleric's Iron Mace of the Geomancer",1,,
26846,"Cleric's Iron Shield of Energy",1,,
84030,"Elonian Horn",1,,
992,"Shaman's Conjurer Shoes of Divinity",1,,
45117,"Dire Conjurer Mantle of Hoelbrak",1,,
28797,"Cleric's Iron Spear of Peril",1,,
2686,"Cleric's Conjurer Pants of Balthazar",1,,
26509,"Berserker's Iron Sword of the Hydromancer",1,,
518,"Rampager's Conjurer Chest of Lyssa",1,,
2107,"Shaman's Banded Legs of Divinity",1,,
2514,"Berserker's Conjurer Mask of Strength",1,,
