item_id,item_name,item_amount,currency_id,currency_amount
1849,"Cleric's Banded Helm of Rage",-1,1,-600
19700,"Mithril Ore",5,,
19721,"Glob of Ectoplasm",16,,
89140,"Lucent Mote",15,,
19722,"Elder Wood Log",7,,
27297,"Berserker's Soft Wood Focus of Life",-1,,
28716,"Cleric's Black Earth Trident of Bloodlust",-1,,
26114,"Berserker's Iron Mace of Battle",-1,,
25941,"Cleric's Iron Axe of Life",-1,,
26504,"Cleric's Iron Sword of Leeching",-1,,
2527,"Shaman's Conjurer Mask of the Lich",-1,,
19748,"Silk Scrap",5,,
28408,"Berserker's Steam Speargun of Water",-1,,
89103,"Charm of Brilliance",1,,
698,"Carrion Banded Greaves of the Flame Legion",-1,,
2514,"Berserker's Conjurer Mask of Strength",-1,,
